"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"
175	269	56	224	59	24	76	0	0	11	25	253	63	120	88	51	216	2	156	110	22	169	49	12	175	143	99	71	104	26	6
5	109	85	22	69	19	9	99	35	28	30	103	94	26	127	13	19	120	19	22	50	19	39	1	4	25	127	6	36	32	20
52	506	59	63	151	110	37	21	161	281	224	51	48	235	116	99	509	47	219	161	5	5	29	252	96	79	500	433	101	71	45
83	734	1710	481	320	98	341	7	195	234	1133	148	314	345	300	1084	227	121	862	15	18	468	605	60	781	683	182	481	396	977	9
24	36	214	9	25	27	49	66	3	123	96	21	11	72	8	11	173	78	71	80	8	0	18	5	194	88	164	8	63	48	66
52	530	1	416	62	39	348	119	257	618	49	239	163	1349	71	273	1382	79	3	49	358	270	311	353	452	181	342	115	15	919	234
2	2	55	89	4	8	18	1	3	8	8	1	26	2	9	9	91	10	26	7	0	4	3	17	10	1	2	1	4	20	6
460	1077	3010	2361	81	160	987	1349	461	58	217	62	964	711	390	324	1161	8	3642	1128	1237	192	2914	363	447	4369	6384	163	411	939	89
19	87	31	242	114	49	59	77	4	15	28	49	122	52	27	48	86	245	29	18	40	44	208	58	122	238	38	6	257	98	89
150	2080	496	8	40	75	138	181	84	237	43	471	133	183	163	576	2044	40	92	242	232	14	615	66	560	293	439	42	190	166	150
1	0	3	11	2	1	3	32	1	5	0	23	36	6	13	3	1	8	9	2	0	47	61	0	4	30	14	38	47	1	23
12	1343	195	467	265	48	139	14	12	99	199	34	57	73	260	41	1017	148	341	267	185	37	12	372	422	223	859	38	129	102	618
1	58	0	35	4	2	8	0	1	3	49	25	3	1	21	9	2	6	1	1	4	0	7	1	52	54	10	0	1	15	0
463	648	1399	680	408	971	137	800	28	969	2987	616	869	1323	167	361	4450	1564	335	303	159	334	1073	556	1457	252	2610	266	1361	423	192
12	131	104	836	276	60	62	47	48	324	155	9	58	495	14	215	83	68	6	28	174	30	22	75	208	118	126	30	20	7	134
1455	46211	3428	30940	27972	7147	37415	10191	7241	4508	6350	29787	7286	6939	5277	4742	59463	1124	15017	13489	5539	45907	22617	3577	350	18552	30426	2129	5962	50618	7257
4256	1016	3035	976	1824	720	31	1002	238	1544	1872	285	380	3532	1609	897	8293	358	102	658	1660	641	2420	379	230	373	2798	53	167	1615	922
0	1	9	28	6	5	7	9	2	11	2	11	17	36	2	5	43	4	0	0	19	39	20	3	0	16	5	8	11	3	14
5	15	73	66	31	1	5	6	11	0	56	2	9	2	28	11	24	22	25	57	0	3	15	3	37	10	0	20	0	19	9
9	74	15	142	145	27	183	43	39	26	52	254	19	57	47	23	21	4	137	9	11	224	6	9	134	87	41	28	89	293	103
3	293	50	113	51	19	57	42	65	8	31	35	11	72	38	52	103	4	98	61	9	20	3	4	100	5	106	32	21	115	28
727	2620	511	2913	754	264	120	1605	595	584	1497	2178	475	182	763	1868	2259	1307	175	510	442	679	1401	526	461	2532	822	239	2327	1963	1139
27	28	120	4	38	22	40	14	17	22	5	3	0	78	20	20	253	5	1	27	2	0	5	4	0	11	130	13	41	131	32
726	6115	2038	213	315	387	2880	133	580	16	1211	743	2981	1136	162	2999	29060	7919	5653	781	12	228	1523	1517	2578	133	653	160	376	561	91
351	157	247	1183	161	137	2381	43	71	480	1272	1225	258	119	157	172	995	698	2781	90	411	405	744	660	398	1287	1211	890	761	624	2024
5	11	33	5	5	6	32	57	34	52	44	12	60	51	21	44	129	52	206	76	3	13	179	67	75	80	74	34	21	66	68
24	77	255	103	199	430	661	224	84	668	841	2084	186	434	1103	905	3344	426	50	6	514	909	393	830	167	244	6	879	38	211	41
489	387	1250	367	863	329	451	823	74	2728	427	633	727	824	129	720	119	141	765	381	114	83	89	309	175	155	406	769	89	888	669
95	106	761	2192	385	701	67	627	388	487	1441	305	186	1147	409	848	3109	290	236	503	129	626	215	117	278	1468	96	100	55	203	16
13	0	49	68	19	6	75	3	6	37	39	2	20	17	86	49	59	12	9	1	12	8	10	7	21	9	66	26	12	51	1
6	110	22	39	9	8	35	5	1	5	2	10	0	13	1	22	111	0	0	14	8	1	0	25	4	51	10	4	19	38	5
374	2399	838	427	925	30	33	504	75	653	1065	1186	610	77	248	1063	157	523	181	135	109	708	198	302	364	192	924	107	321	497	798
2172	1029	5067	213	667	220	1883	1125	97	1082	1083	766	610	1083	1961	6304	5053	2083	5	417	2478	36	122	137	480	3346	1255	343	6744	2445	921
298	319	149	156	39	261	368	140	42	290	46	442	68	178	0	3	899	40	131	309	25	214	87	221	191	75	431	33	305	348	438
12	36	30	26	12	4	16	2	1	8	2	123	1	18	16	27	63	0	34	17	5	33	2	21	2	9	0	4	2	65	46
10	22	61	11	1	2	0	1	4	31	5	25	18	25	2	20	120	22	4	2	4	25	18	10	20	5	31	8	1	79	7
19	8	5	226	83	236	322	8	4	345	229	38	11	137	92	11	234	200	25	30	11	32	15	30	56	27	299	20	34	179	83
241	668	256	369	73	0	176	357	419	246	194	190	407	121	369	472	312	559	194	274	166	305	61	183	239	543	769	856	294	98	115
15	28	22	34	69	5	12	5	47	65	13	3	79	36	6	107	14	34	20	6	12	74	23	54	18	78	47	7	58	135	12
8	61	71	11	3	19	41	50	24	46	62	12	7	2	20	40	127	8	9	21	83	15	10	25	22	189	13	0	5	10	20
31	17	7	3	8	0	1	6	12	38	11	1	1	6	8	0	43	9	10	48	15	8	4	15	27	30	20	2	1	0	8
35	19	276	356	463	110	394	724	104	112	22	410	746	165	124	1189	1528	625	510	73	27	182	193	17	428	389	224	134	94	1605	395
24	2	27	2	57	1	13	6	0	29	31	6	0	23	1	2	3	3	9	0	11	28	22	13	10	4	29	14	23	80	23
100	196	887	1449	99	437	862	472	78	566	544	1171	14	35	261	1343	1722	27	136	306	424	510	733	351	344	134	661	56	59	580	178
44	70	1270	1693	369	123	7	519	237	2660	461	867	1315	244	198	1027	235	1458	211	573	591	79	37	43	1209	131	375	203	24	393	18
6	60	61	7	12	6	21	16	39	25	10	12	19	18	46	127	29	4	49	46	51	32	6	24	22	22	13	24	19	151	16
157	1388	8657	224	1730	1477	1040	244	93	1810	1162	1565	93	1058	403	87	3073	67	179	153	172	721	994	17	113	69	2279	1100	707	2451	429
0	17	5	4	8	0	16	0	3	1	44	2	11	13	2	1	46	11	6	6	7	29	54	11	4	14	1	2	1	3	9
84	668	383	373	275	162	218	7	397	435	300	127	178	51	109	127	126	444	98	112	205	154	0	248	214	44	2989	70	224	43	451
7060	1324	6103	1493	3016	2365	4852	2127	1225	1556	136	4695	1307	398	7555	13873	4942	881	29	2826	4033	1067	1229	379	4861	857	936	224	2991	2515	1809
3	9	1	8	13	6	25	1	13	5	18	4	1	7	7	0	4	12	2	6	1	1	15	15	9	10	36	14	15	6	14
18	10	469	7	28	21	57	8	55	31	126	132	189	21	24	60	425	190	9	3	36	45	44	85	254	143	10	108	23	238	6
3241	1465	3100	1516	3003	6892	1019	3021	1710	23803	4747	93	3307	249	395	4657	20976	1777	19138	1669	4470	3749	14856	6574	30072	2358	689	2479	2179	4044	4440
5	23	0	21	18	4	58	2	11	3	147	2	5	2	37	164	6	6	28	20	4	14	61	50	4	7	67	8	1	96	2
22	24	54	19	16	36	22	9	37	1	4	31	0	26	57	129	2	212	23	8	29	175	64	84	6	89	1	17	12	12	9
0	15	0	19	22	36	24	0	3	5	4	1	3	68	2	4	21	12	9	0	6	11	9	18	1	2	5	12	12	11	4
21	453	48	67	137	55	8	55	42	155	45	240	25	159	1	71	7	69	34	13	14	107	80	41	21	142	159	6	53	43	75
117	130	362	697	108	66	264	492	232	440	1048	1	108	352	10	290	2021	648	255	103	85	426	51	189	614	564	43	141	123	586	144
1	92	224	97	221	14	45	1	37	42	140	71	23	18	7	54	52	16	49	6	3	8	73	16	2	226	114	12	8	11	13
3	38	7	2	1	0	40	82	48	7	0	45	21	20	0	10	15	10	3	3	31	6	13	4	11	42	25	21	8	6	0
1	17	2	11	45	0	0	64	6	13	22	100	19	7	1	32	79	34	35	114	2	13	38	32	4	67	64	7	56	4	0
27	462	957	297	180	107	61	4	83	392	661	90	405	247	383	449	204	628	110	590	62	97	184	58	464	1003	338	21	415	310	237
246	456	1031	3535	8	402	520	627	551	1122	322	275	390	1160	958	317	2617	52	154	565	447	1507	84	374	3219	1234	1215	12	162	1050	274
105	52	7	409	6	4	180	45	5	46	40	12	58	41	2	178	107	26	81	27	11	147	40	26	57	223	116	148	0	391	22
3	148	62	50	37	4	20	86	31	24	97	11	13	31	12	144	320	5	107	72	40	137	2	52	30	127	161	22	173	147	239
103	6166	906	1466	1311	318	393	83	396	50	674	187	562	653	4	897	514	523	743	178	522	1333	565	49	419	641	1485	21	714	174	212
957	284	857	217	582	83	1281	153	675	969	1660	356	373	1218	1532	172	57	597	428	416	261	568	170	176	49	222	202	353	183	1012	270
58	440	9	13	289	28	3	16	188	417	140	456	36	65	43	201	1283	138	184	355	23	45	124	7	71	407	154	70	46	92	15
55	153	25	11	33	58	105	14	9	61	7	47	79	9	70	6	19	14	25	66	1	119	46	49	22	97	116	42	35	170	47
48	72	209	281	279	15	151	180	164	46	164	49	139	248	113	305	3	19	134	17	43	103	119	176	457	838	744	282	61	822	33
33	30	33	37	36	11	35	59	31	16	22	220	32	8	59	10	197	37	44	131	75	93	422	15	33	68	64	116	43	82	100
160	369	421	571	1450	210	298	122	480	54	547	155	99	250	92	246	742	290	2	257	400	436	371	644	103	191	2078	518	597	1045	21
137	113	20	145	113	339	199	5	86	295	1129	77	340	346	113	816	22	10	185	442	50	22	10	252	533	4	894	82	97	267	49
14	48	4	14	12	7	21	0	1	8	52	2	12	37	8	20	8	9	1	7	0	13	6	11	14	114	84	4	3	2	7
97	70	37	51	14	28	90	29	5	122	58	13	39	27	49	34	31	12	28	17	27	22	90	14	95	267	31	21	26	4	28
2	171	202	226	130	3	62	97	4	512	79	220	3	13	80	163	9	15	42	121	10	80	142	98	240	75	35	224	25	9	26
338	2589	669	518	230	100	1289	639	714	1896	560	794	13	673	257	67	231	1523	69	784	3	442	154	711	479	517	427	24	266	490	250
626	300	65	526	149	687	323	910	53	324	95	372	1076	273	445	376	135	307	19	398	1104	971	122	511	429	1006	78	93	699	1141	1801
9	67	121	37	4	12	14	2	7	48	154	50	30	38	20	28	11	45	138	3	25	3	79	24	19	215	289	20	4	19	28
168	327	375	443	149	105	10	201	206	28	173	139	32	502	5	79	1974	466	202	228	50	258	150	112	43	614	1661	82	37	27	654
1	87	1	6	6	7	24	1	1	33	3	2	10	84	22	2	31	194	16	69	21	33	2	7	36	41	173	206	74	35	1
161	47	28	21	176	121	119	33	469	37	185	350	314	96	16	1314	33	120	66	103	257	776	35	299	120	70	734	250	151	35	113
1	48	79	9	30	40	30	3	6	106	11	21	1	1	56	69	27	4	4	49	6	0	13	39	0	3	22	2	5	1	2
15	122	61	25	67	34	58	29	1	103	68	12	0	66	9	112	55	114	134	0	160	49	1	96	113	146	101	66	32	235	11
10	2	0	14	16	6	6	3	0	0	13	31	1	1	1	1	30	11	11	0	9	44	7	18	20	11	14	7	4	5	7
8	7	21	19	27	1	8	2	13	26	1	9	6	14	17	8	0	7	1	4	1	5	1	1	3	5	17	2	6	68	21
71	94	20	78	404	26	27	67	7	83	293	30	26	25	165	81	226	213	101	73	216	352	8	60	430	73	379	3	129	100	301
99	711	148	3	212	125	0	262	59	204	675	562	201	281	82	100	114	202	21	2	89	368	171	129	133	4	529	15	188	78	3
315	5352	2036	155	176	39	151	27	262	906	109	3415	3443	1582	1302	1899	6707	171	3644	232	1019	1403	22895	3948	1393	3188	603	1059	3317	824	3805
2	2	0	0	25	7	4	17	3	30	0	8	1	3	0	5	9	14	36	1	0	2	7	5	14	26	7	20	0	7	9
539	1170	2058	332	3272	305	209	16	420	1063	11	1280	95	809	152	741	4092	243	324	454	1663	917	116	71	1124	1665	3176	943	638	1509	61
5406	4259	127	533	1795	1408	4040	694	540	1017	2489	86	1400	3046	230	2948	23642	12038	5916	971	4338	414	4789	2624	2333	4721	3424	2010	2537	2698	543
7	132	444	66	91	81	69	51	10	164	411	383	140	83	55	8	197	168	42	16	103	38	28	32	241	94	156	234	204	34	42
3492	7469	294	2113	1018	399	772	1737	264	4087	8095	1407	2303	4142	1275	13491	5699	2412	387	531	580	382	2330	51	3919	7242	2	3314	49	2977	3519
14	684	186	114	150	64	24	782	86	271	69	71	7	101	117	111	1539	273	253	331	12	88	84	55	40	346	367	64	12	319	180
330	205	159	103	1104	74	90	1414	350	184	294	173	167	882	291	822	2582	127	519	382	1126	537	407	54	1703	702	1216	566	157	824	13
1	51	1	4	14	1	17	5	0	0	29	15	0	0	1	18	8	18	8	0	4	5	9	2	1	6	35	21	6	0	7
111	33	299	6	84	0	304	157	275	67	142	67	142	287	139	346	319	216	98	51	45	310	193	365	203	149	4	87	10	52	243
304	2414	1248	1033	200	336	395	295	141	81	239	872	80	128	935	485	776	54	95	288	177	767	452	272	475	418	1762	152	435	689	139
0	7	4	4	6	13	4	5	7	4	9	8	27	1	7	3	1	29	7	0	0	24	3	7	18	13	21	0	30	8	12
116	106	522	1655	343	413	417	61	12	36	384	1130	99	82	318	2244	94	1079	824	194	28	1288	100	1021	496	275	194	714	11	883	585
63	1155	437	715	327	429	37	160	66	1149	197	1210	4013	208	65	1517	901	309	498	225	34	92	187	100	2351	38	1005	936	55	1177	1329
8	20	26	10	18	2	1	18	7	1	11	8	6	74	0	105	59	4	18	11	4	3	12	6	5	63	45	96	36	27	49
17	1904	215	38	239	343	433	170	28	607	293	169	128	294	292	32	871	29	144	825	2	295	224	82	100	754	407	45	145	283	363
33	38	340	40	58	49	2	21	13	66	191	134	124	166	118	410	743	7	42	4	31	70	3	305	50	154	269	24	62	128	129
0	25	16	136	51	7	33	2	8	74	36	47	12	15	6	8	118	26	33	2	34	1	6	44	16	20	38	6	89	9	16
75	10	79	58	10	432	111	141	125	224	212	99	466	81	3	512	199	153	231	257	79	119	22	21	146	1047	560	0	93	311	134
95	53	155	2	98	19	84	88	35	17	117	96	3	17	22	91	65	129	13	89	14	30	167	0	19	49	90	3	9	113	1
22	14	2	12	31	5	81	11	0	9	0	2	0	14	13	12	15	3	8	15	1	24	15	28	17	36	1	57	0	3	1
18	24	35	35	47	5	18	25	184	10	22	25	13	68	25	52	276	86	6	0	23	1	5	9	9	86	28	12	42	19	50
3	22	48	86	31	19	7	0	1	39	19	125	42	27	31	106	33	11	0	27	35	1	177	37	4	10	53	0	3	48	4
5	1142	405	1013	233	408	1169	13	151	669	782	454	67	1141	239	313	3982	589	195	300	25	312	120	473	139	1	848	83	228	1558	47
3	107	479	248	75	28	317	46	108	405	41	3	174	120	229	5	24	198	7	187	38	3	185	192	112	67	96	61	207	28	126
755	140	2045	149	388	609	3262	1741	461	2078	287	1930	1651	369	1077	3408	4010	4298	1559	7983	142	125	781	624	726	205	4552	54	2999	1373	5278
52	0	22	32	43	2	45	0	23	10	90	9	14	60	3	0	45	32	10	7	5	22	6	2	2	5	31	3	6	47	19
19	30	60	43	6	22	65	3	7	4	199	0	62	10	23	273	34	19	39	20	20	1	23	27	110	30	7	26	3	12	17
23	102	16	29	14	59	279	19	48	83	47	2	7	98	11	83	135	7	5	3	58	11	0	20	55	27	68	1	25	262	42
30	146	84	309	195	82	19	131	86	47	578	164	1	17	18	1	2367	297	222	750	69	2	91	42	15	191	172	255	339	35	76
1	4	14	5	10	8	0	8	16	3	9	12	16	31	2	61	0	30	2	4	1	5	2	6	5	8	29	17	1	13	0
4	16	1	22	13	2	10	10	5	16	0	30	13	21	3	4	64	10	11	2	0	11	5	4	0	12	0	4	10	50	7
15	95	68	52	9	51	13	27	16	6	22	22	7	63	24	86	5	15	3	48	1	26	109	32	57	36	15	72	6	95	26
11	72	36	47	53	7	189	0	25	15	148	34	49	9	22	171	201	39	3	39	151	25	1	23	29	0	44	37	25	118	12
469	1001	1383	249	918	316	1077	796	1176	1652	457	511	800	8464	1345	2977	68	3293	44	1694	810	543	700	613	2474	715	1253	732	306	1187	967
19	25	5	4	56	64	85	73	106	173	223	11	120	40	119	11	160	44	18	4	69	6	15	51	30	13	7	51	15	8	20
76	44	107	239	62	30	43	68	48	0	43	49	24	61	16	56	4	28	0	83	25	55	12	20	23	101	44	24	9	1	12
50	659	356	115	178	9	335	34	58	77	387	32	1	194	3	162	284	40	166	36	88	213	39	38	218	112	136	1	47	280	17
16	73	378	42	95	402	514	584	10	682	1441	453	505	182	83	56	795	798	297	579	242	276	114	48	446	271	482	49	109	64	80
34	50	74	18	33	9	131	25	0	50	114	29	64	24	37	44	179	22	150	12	4	31	13	29	31	127	38	8	32	32	82
152	73	270	436	2	0	41	160	118	64	192	81	21	92	30	53	255	123	28	113	48	12	103	21	3	351	293	45	509	211	84
118	28	552	126	12	61	400	67	44	204	2	11	30	122	119	220	5	50	10	64	76	2	92	78	47	52	86	38	239	79	90
8	9	2	124	1	39	16	13	31	1	71	0	14	53	14	20	15	33	3	4	14	2	5	11	7	22	80	1	17	90	2
19	1267	1043	866	1055	34	286	30	99	214	419	208	367	490	157	1002	500	255	280	143	287	537	33	613	565	372	141	63	84	445	481
84	681	24	288	494	266	704	35	137	243	469	333	48	370	21	169	1014	75	472	1109	83	60	107	381	1530	18	111	39	309	87	412
118	580	163	1263	51	65	797	97	324	351	650	99	196	750	43	248	2695	0	791	135	67	597	554	24	94	305	184	56	10	653	305
160	1162	264	16	269	18	120	109	144	961	445	33	320	240	397	223	701	312	9	2	47	115	17	4	134	124	281	68	324	20	385
262	5995	3919	9711	8769	5970	6034	9677	1997	17919	5728	1061	2279	12185	1953	4497	914	2042	194	395	3787	2454	5206	239	3100	834	18182	14402	594	35514	2943
0	25	8	15	7	0	2	12	2	11	24	11	14	5	24	7	0	6	1	8	1	0	9	4	19	0	10	5	21	18	4
5	101	0	387	20	2	87	11	24	19	40	62	39	21	4	9	167	68	28	84	5	59	43	6	105	151	184	0	67	78	61
20	15	244	1	13	85	48	68	173	6	155	11	28	14	291	245	803	109	31	32	20	220	35	0	20	80	374	119	27	5	48
35	180	13	36	64	12	115	10	19	20	48	7	63	39	14	50	59	17	14	29	35	66	14	9	28	6	94	1	6	1	18
66	515	196	44	457	194	138	120	85	242	67	34	60	71	196	0	735	36	43	148	204	188	7	16	136	152	178	192	176	14	2
271	56	3776	6965	592	1538	1101	949	65	1830	258	151	56	73	1026	1802	440	605	208	212	145	1613	1065	1097	553	4059	1935	289	127	784	1441
30	2	101	43	19	12	129	30	23	6	145	9	34	61	23	31	53	3	31	15	16	3	19	10	36	16	79	9	0	32	1
1288	2590	4087	751	647	503	717	2982	342	4828	5232	948	320	174	1231	1333	12470	10	57	520	151	934	1619	2004	112	2490	543	2014	1937	3021	752
9	15	7	45	2	33	26	19	13	17	33	15	1	21	0	6	54	21	16	3	15	63	106	7	56	59	33	8	5	27	16
34	68	101	47	189	173	6	170	61	134	193	309	259	104	39	32	1293	91	27	25	40	83	257	59	65	58	359	9	227	202	254
25	242	76	42	6	67	462	163	20	509	544	217	459	167	13	129	72	117	124	331	418	81	520	213	41	482	79	259	25	11	21
217	266	1189	505	331	112	213	43	237	15	9	227	169	202	142	524	1689	183	370	1417	51	85	397	156	107	346	595	349	248	275	599
17	9	28	12	4	1	20	7	5	2	7	18	13	9	4	41	23	25	1	49	1	23	36	22	8	51	5	1	9	0	12
48	160	35	549	2	18	9	19	38	124	58	106	2	15	43	4	80	26	1	28	115	8	15	10	114	280	126	18	10	101	5
0	59	9	15	8	3	6	1	0	16	15	46	78	1	2	2	1	0	11	2	9	1	2	5	2	14	3	7	19	15	28
8	114	2	48	42	28	157	8	1	34	113	37	44	2	7	25	67	46	64	2	38	28	12	15	8	2	42	22	103	212	14
18	46	53	17	6	3	1	7	2	1	14	49	5	22	32	5	128	19	11	9	11	1	29	12	3	17	32	67	14	2	26
22	13407	2955	642	6786	65	300	1327	522	7044	7224	1831	2390	2308	938	760	4120	3000	1246	3052	2220	843	8362	3	229	873	4924	1827	54	2013	3496
18	9	24	64	7	13	32	39	12	1	160	48	167	29	30	50	285	4	22	26	0	49	2	29	4	32	150	12	18	4	1
325	6	5	566	500	369	1283	167	181	130	282	1186	374	200	306	17	781	46	861	403	272	278	412	263	108	228	3262	250	747	1919	221
0	0	4	0	3	1	0	1	15	12	31	0	35	16	8	51	1	5	25	3	12	11	35	5	11	9	10	1	0	1	12
133	974	1976	68	851	112	1319	108	197	922	1037	50	81	99	71	789	2700	233	81	41	149	62	669	738	887	282	1474	254	488	1914	348
7	13	103	66	97	37	33	4	31	17	17	1	26	100	41	83	137	29	6	1	51	63	117	52	54	33	26	8	1	34	23
872	1633	945	990	509	231	135	181	169	110	124	258	1445	614	264	126	695	267	182	107	136	216	613	190	354	1121	2643	512	498	295	382
9	90	82	6	39	8	55	0	55	12	57	44	34	19	18	48	8	7	12	2	2	8	4	14	94	25	57	14	55	62	47
5	57	61	48	57	416	477	225	132	532	578	74	31	132	211	883	665	76	97	286	220	679	296	292	52	709	416	4	776	608	143
42	193	56	6	16	19	86	21	5	124	99	2	8	39	1	43	13	118	2	41	12	52	27	4	6	36	16	24	31	6	22
275	508	22426	4746	12786	191	12841	5387	1233	3091	22561	263	675	796	1731	6996	33272	1998	1603	1427	3036	9864	1173	592	891	2763	6933	5253	2027	27196	3898
1	160	14	14	130	1	121	32	4	43	17	16	2	47	30	12	141	53	49	5	57	9	29	3	43	63	10	5	0	2	40
43	160	62	66	46	14	108	143	54	54	72	59	43	10	89	25	645	47	0	18	205	45	151	63	132	412	65	91	4	111	12
44	264	19	10	9	27	153	9	8	64	72	76	64	34	135	93	333	86	35	68	109	18	112	205	38	165	359	115	158	12	12
14	265	264	21	169	10	337	56	79	142	1	222	4	16	9	69	297	173	273	38	28	257	254	188	182	194	312	37	150	705	253
171	549	172	634	79	30	400	82	687	160	638	144	538	192	204	1	473	122	18	88	81	325	177	309	370	30	49	98	63	1056	27
50	66	24	20	2	62	29	5	13	60	245	44	72	57	134	60	12	2	212	23	66	51	27	141	84	138	197	56	100	58	160
10	3	71	1	22	11	2	13	14	14	103	54	4	40	59	9	30	11	0	32	27	10	31	1	10	3	67	37	1	11	24
386	2051	2760	1200	5018	1246	1541	4372	851	7789	5955	1051	6235	2986	33	4857	14584	1484	2305	1212	521	1516	786	272	6129	2634	11423	328	219	5776	1917
127	1262	376	182	75	337	148	182	308	506	676	162	51	259	109	183	4207	157	699	330	619	393	118	109	245	2124	699	49	320	1221	385
5	59	66	73	10	32	23	9	57	54	13	12	47	25	10	245	82	45	5	120	5	233	150	50	32	137	145	113	72	31	65
23	105	359	92	391	268	111	112	72	127	146	38	98	115	223	47	511	77	470	2	50	105	276	121	610	180	816	9	34	360	147
84	57	57	40	101	1	25	74	111	151	13	42	63	25	87	88	58	6	7	78	10	15	50	24	184	190	59	63	9	247	13
86	382	110	192	212	77	28	362	120	1339	212	22	322	370	237	751	495	25	44	17	32	298	46	407	481	642	357	33	45	660	484
76	4729	722	908	1121	370	2937	513	625	1027	1047	6614	2021	779	2671	14223	11392	325	14448	771	1006	2766	5115	1485	1305	1919	2941	300	11096	151	5719
33	47	270	125	195	2	85	61	16	94	109	47	75	146	46	295	222	965	28	143	24	38	90	5	29	28	69	25	1	200	128
2544	6025	2823	591	6025	466	7518	886	87	9797	9222	4431	9754	711	6709	5282	21302	0	499	3161	2499	502	2212	13816	6010	10141	902	147	1951	8033	1968
456	12899	180	1471	615	386	995	19	1954	2870	652	880	562	2541	1413	11278	13356	2254	333	3044	532	4582	2493	126	1202	932	7463	1214	7628	2254	4884
48	674	106	176	245	2	23	30	68	464	69	43	65	120	12	29	119	180	134	17	106	46	23	526	141	143	133	3	29	281	16
432	169	722	1180	567	44	214	94	874	553	65	51	491	32	608	871	3047	141	488	398	10	2135	173	480	190	1544	611	71	7	1359	485
16	2	4	9	6	2	4	11	6	11	12	4	2	1	0	69	34	11	8	1	0	0	12	5	10	23	2	3	1	5	18
33	117	13	131	20	6	11	33	42	30	164	21	32	4	51	172	33	22	73	44	3	42	6	0	14	23	127	67	1	32	13
14	876	998	3815	624	461	99	20	231	4365	787	360	1810	1053	27	4004	43	203	220	15	99	445	16	385	560	109	68	1422	1570	607	1460
131	1031	43	100	61	210	303	14	383	80	417	43	22	360	486	712	101	398	97	180	81	171	243	314	37	4	377	89	60	174	76
13	1	56	21	6	15	28	65	18	25	48	9	26	4	1	137	61	33	44	2	15	16	23	16	25	94	66	20	4	15	24
11	42	70	308	798	13	207	38	98	45	191	10	23	215	36	405	900	281	106	242	48	74	245	20	699	255	136	127	62	612	368
4	18	54	38	6	3	61	12	7	67	19	13	33	83	18	46	12	1	50	3	0	62	4	13	1	18	115	12	13	9	17
6	3	38	0	1	3	36	4	15	53	33	6	42	21	4	11	31	8	26	8	4	26	13	4	41	23	49	3	0	2	14
6	3	1	19	45	6	7	45	4	0	5	2	22	45	7	5	5	28	2	4	9	15	0	0	6	4	30	10	1	15	1
517	3402	1596	478	348	363	213	606	251	1463	595	917	921	377	558	913	2121	964	123	162	52	601	245	442	2104	1340	1636	85	457	133	715
1	67	86	165	160	2	71	89	59	3	11	59	94	84	15	478	14	20	78	3	33	27	85	106	125	53	402	46	73	31	291
13	242	125	4	35	62	53	30	8	321	106	7	12	3	41	146	109	51	22	4	41	46	10	105	14	12	15	8	58	241	108
516	270	849	777	849	185	633	50	6	734	61	1074	173	512	589	582	1110	694	293	750	695	750	632	951	757	130	27	10	626	857	148
176	71	4	99	356	96	555	741	109	55	286	84	23	189	119	25	289	44	95	40	116	687	489	33	17	180	63	89	44	24	8
12	1	3	15	0	3	14	2	4	0	16	1	25	15	15	3	89	27	15	12	4	0	7	32	10	9	152	1	1	15	9
62	36	196	9	23	7	52	21	8	21	9	41	21	23	44	23	208	26	9	27	2	46	1	10	119	46	110	2	9	61	29
489	346	643	490	289	2	1600	58	94	1898	758	612	1260	203	21	34	1270	1174	40	832	116	18	23	176	233	2155	139	519	591	170	101
1	36	89	14	27	14	12	29	7	20	123	6	1	37	14	25	233	9	4	6	15	28	23	29	8	10	18	135	61	80	19
12	45	0	4	10	18	0	18	21	3	41	26	5	0	0	11	91	0	25	1	2	7	18	4	5	5	26	70	2	57	8
3	278	191	8	133	76	18	33	65	441	292	65	49	33	55	31	32	355	53	16	37	16	63	144	175	146	191	98	125	7	30
9	26	26	15	55	12	74	4	8	0	12	26	56	6	0	53	7	11	15	26	1	23	1	9	18	15	43	6	36	16	4
1262	10183	9331	10580	16271	2709	3734	664	2693	1896	3730	735	7252	11961	1253	24979	3144	4075	2238	6539	2572	11034	5799	2829	4364	3171	3315	1950	6792	38247	3952
13	25	7	96	31	3	6	3	0	25	8	14	10	24	11	7	1	9	1	8	20	12	15	13	34	2	7	29	16	2	0
47	291	260	112	331	888	518	989	487	1894	231	4	186	69	960	487	2516	3	181	229	1140	10	38	1171	159	1108	618	2051	742	1498	33
0	12	21	2	28	15	12	10	3	2	11	25	14	3	12	1	8	7	4	4	5	9	1	3	1	20	17	4	8	2	6
106	904	176	199	174	56	818	22	7	797	56	44	450	83	421	752	1169	253	196	105	40	104	13	38	478	761	795	15	96	510	62
162	91	3574	3647	823	18	255	184	25	787	223	150	163	72	352	3108	771	49	61	615	505	942	607	2807	91	271	2584	165	487	1040	592
5	163	24	7	64	70	29	18	1	16	55	0	24	18	8	36	256	5	9	3	2	20	31	20	7	82	67	0	15	95	11
6	34	56	0	22	14	90	2	12	1	44	26	3	24	16	23	46	14	62	67	23	3	48	9	3	12	36	5	9	13	22
